
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
12:30:00;52;Réelle
12:00:00;24;Réelle
11:30:00;54;Réelle
11:00:00;24;Réelle
10:30:00;52;Réelle
10:00:00;24;Réelle
09:30:00;58;Réelle
09:00:00;38;Réelle
08:30:00;134;Réelle
08:00:00;26;Réelle
07:30:00;52;Réelle
07:00:00;26;Réelle
06:30:00;52;Réelle
06:00:00;30;Réelle
05:30:00;48;Réelle
05:00:00;32;Réelle
04:30:00;52;Réelle
04:00:00;32;Réelle
03:30:00;54;Réelle
03:00:00;56;Réelle
02:30:00;66;Réelle
02:00:00;144;Réelle
01:30:00;804;Réelle
01:00:00;66;Réelle
00:30:00;38;Réelle

09/12/2023;;
00:00:00;66;Réelle
23:30:00;38;Réelle
23:00:00;62;Réelle
22:30:00;36;Réelle
22:00:00;74;Réelle
21:30:00;42;Réelle
21:00:00;52;Réelle
20:30:00;24;Réelle
20:00:00;52;Réelle
19:30:00;24;Réelle
19:00:00;52;Réelle
18:30:00;26;Réelle
18:00:00;52;Réelle
17:30:00;24;Réelle
17:00:00;52;Réelle
16:30:00;24;Réelle
16:00:00;52;Réelle
15:30:00;26;Réelle
15:00:00;52;Réelle
14:30:00;24;Réelle
14:00:00;52;Réelle
13:30:00;24;Réelle
13:00:00;54;Réelle
12:30:00;24;Réelle
12:00:00;52;Réelle
11:30:00;26;Réelle
11:00:00;52;Réelle
10:30:00;26;Réelle
10:00:00;54;Réelle
09:30:00;42;Réelle
09:00:00;58;Réelle
08:30:00;76;Réelle
08:00:00;172;Réelle
07:30:00;64;Réelle
07:00:00;50;Réelle
06:30:00;42;Réelle
06:00:00;46;Réelle
05:30:00;40;Réelle
05:00:00;48;Réelle
04:30:00;40;Réelle
04:00:00;46;Réelle
03:30:00;40;Réelle
03:00:00;48;Réelle
02:30:00;40;Réelle
02:00:00;94;Réelle
01:30:00;156;Réelle
01:00:00;166;Réelle
00:30:00;158;Réelle

08/12/2023;;
00:00:00;198;Réelle
23:30:00;170;Réelle
23:00:00;170;Réelle
22:30:00;154;Réelle
22:00:00;132;Réelle
21:30:00;112;Réelle
21:00:00;164;Réelle
20:30:00;152;Réelle
20:00:00;182;Réelle
19:30:00;488;Réelle
19:00:00;170;Réelle
18:30:00;162;Réelle
18:00:00;88;Réelle
17:30:00;60;Réelle
17:00:00;92;Réelle
16:30:00;68;Réelle
16:00:00;94;Réelle
15:30:00;68;Réelle
15:00:00;94;Réelle
14:30:00;106;Réelle
14:00:00;288;Réelle
13:30:00;136;Réelle
13:00:00;144;Réelle
12:30:00;282;Réelle
12:00:00;76;Réelle
11:30:00;48;Réelle
11:00:00;76;Réelle
10:30:00;50;Réelle
10:00:00;80;Réelle
09:30:00;50;Réelle
09:00:00;86;Réelle
08:30:00;74;Réelle
08:00:00;122;Réelle
07:30:00;28;Réelle
07:00:00;52;Réelle
06:30:00;28;Réelle
06:00:00;52;Réelle
05:30:00;28;Réelle
05:00:00;52;Réelle
04:30:00;30;Réelle
04:00:00;50;Réelle
03:30:00;36;Réelle
03:00:00;56;Réelle
02:30:00;44;Réelle
02:00:00;58;Réelle
01:30:00;50;Réelle
01:00:00;58;Réelle
00:30:00;104;Réelle

07/12/2023;;
00:00:00;168;Réelle
23:30:00;192;Réelle
23:00:00;280;Réelle
22:30:00;204;Réelle
22:00:00;228;Réelle
21:30:00;736;Réelle
21:00:00;356;Réelle
20:30:00;1014;Réelle
20:00:00;42;Réelle
19:30:00;36;Réelle
19:00:00;42;Réelle
18:30:00;36;Réelle
18:00:00;42;Réelle
17:30:00;36;Réelle
17:00:00;40;Réelle
16:30:00;38;Réelle
16:00:00;40;Réelle
15:30:00;38;Réelle
15:00:00;42;Réelle
14:30:00;38;Réelle
14:00:00;42;Réelle
13:30:00;44;Réelle
13:00:00;38;Réelle
12:30:00;58;Réelle
12:00:00;122;Réelle
11:30:00;94;Réelle
11:00:00;72;Réelle
10:30:00;38;Réelle
10:00:00;72;Réelle
09:30:00;42;Réelle
09:00:00;62;Réelle
08:30:00;32;Réelle
08:00:00;76;Réelle
07:30:00;62;Réelle
07:00:00;54;Réelle
06:30:00;24;Réelle
06:00:00;54;Réelle
05:30:00;26;Réelle
05:00:00;54;Réelle
04:30:00;28;Réelle
04:00:00;56;Réelle
03:30:00;28;Réelle
03:00:00;52;Réelle
02:30:00;30;Réelle
02:00:00;54;Réelle
01:30:00;34;Réelle
01:00:00;102;Réelle
00:30:00;70;Réelle

06/12/2023;;
00:00:00;114;Réelle
23:30:00;90;Réelle
23:00:00;218;Réelle
22:30:00;194;Réelle
22:00:00;530;Réelle
21:30:00;758;Réelle
21:00:00;360;Réelle
20:30:00;38;Réelle
20:00:00;48;Réelle
19:30:00;38;Réelle
19:00:00;48;Réelle
18:30:00;38;Réelle
18:00:00;50;Réelle
17:30:00;38;Réelle
17:00:00;50;Réelle
16:30:00;38;Réelle
16:00:00;50;Réelle
15:30:00;38;Réelle
15:00:00;50;Réelle
14:30:00;36;Réelle
14:00:00;50;Réelle
13:30:00;38;Réelle
13:00:00;52;Réelle
12:30:00;36;Réelle
12:00:00;52;Réelle
11:30:00;34;Réelle
11:00:00;54;Réelle
10:30:00;32;Réelle
10:00:00;54;Réelle
09:30:00;36;Réelle
09:00:00;66;Réelle
08:30:00;44;Réelle
08:00:00;66;Réelle
07:30:00;30;Réelle
07:00:00;60;Réelle
06:30:00;32;Réelle
06:00:00;58;Réelle
05:30:00;32;Réelle
05:00:00;58;Réelle
04:30:00;30;Réelle
04:00:00;58;Réelle
03:30:00;32;Réelle
03:00:00;76;Réelle
02:30:00;62;Réelle
02:00:00;92;Réelle
01:30:00;74;Réelle
01:00:00;112;Réelle
00:30:00;108;Réelle

05/12/2023;;
00:00:00;128;Réelle
23:30:00;90;Réelle
23:00:00;176;Réelle
22:30:00;92;Réelle
22:00:00;86;Réelle
21:30:00;90;Réelle
21:00:00;46;Réelle
20:30:00;58;Réelle
20:00:00;36;Réelle
19:30:00;42;Réelle
19:00:00;38;Réelle
18:30:00;40;Réelle
18:00:00;42;Réelle
17:30:00;54;Réelle
17:00:00;48;Réelle
16:30:00;46;Réelle
16:00:00;52;Réelle
15:30:00;50;Réelle
15:00:00;58;Réelle
14:30:00;64;Réelle
14:00:00;68;Réelle
13:30:00;46;Réelle
13:00:00;44;Réelle
12:30:00;34;Réelle
12:00:00;46;Réelle
11:30:00;32;Réelle
11:00:00;48;Réelle
10:30:00;30;Réelle
10:00:00;52;Réelle
09:30:00;26;Réelle
09:00:00;54;Réelle
08:30:00;32;Réelle
08:00:00;78;Réelle
07:30:00;172;Réelle
07:00:00;62;Réelle
06:30:00;68;Réelle
06:00:00;104;Réelle
05:30:00;56;Réelle
05:00:00;82;Réelle
04:30:00;64;Réelle
04:00:00;92;Réelle
03:30:00;68;Réelle
03:00:00;90;Réelle
02:30:00;74;Réelle
02:00:00;94;Réelle
01:30:00;126;Réelle
01:00:00;248;Réelle
00:30:00;134;Réelle

04/12/2023;;
00:00:00;138;Réelle
23:30:00;78;Réelle
23:00:00;84;Réelle
22:30:00;82;Réelle
22:00:00;742;Réelle
21:30:00;298;Réelle
21:00:00;82;Réelle
20:30:00;84;Réelle
20:00:00;108;Réelle
19:30:00;110;Réelle
19:00:00;120;Réelle
18:30:00;76;Réelle
18:00:00;78;Réelle
17:30:00;68;Réelle
17:00:00;78;Réelle
16:30:00;74;Réelle
16:00:00;84;Réelle
15:30:00;82;Réelle
15:00:00;80;Réelle
14:30:00;72;Réelle
14:00:00;80;Réelle
13:30:00;70;Réelle
13:00:00;90;Réelle
12:30:00;84;Réelle
12:00:00;98;Réelle
11:30:00;96;Réelle
11:00:00;512;Réelle
10:30:00;688;Réelle
10:00:00;72;Réelle
09:30:00;66;Réelle
09:00:00;74;Réelle
08:30:00;60;Réelle
08:00:00;62;Réelle
07:30:00;40;Réelle
07:00:00;60;Réelle
06:30:00;126;Réelle
06:00:00;92;Réelle
05:30:00;54;Réelle
05:00:00;30;Réelle
04:30:00;52;Réelle
04:00:00;32;Réelle
03:30:00;52;Réelle
03:00:00;34;Réelle
02:30:00;52;Réelle
02:00:00;38;Réelle
01:30:00;52;Réelle
01:00:00;44;Réelle
00:30:00;48;Réelle

03/12/2023;;
00:00:00;52;Réelle
23:30:00;56;Réelle
23:00:00;70;Réelle
22:30:00;72;Réelle
22:00:00;86;Réelle
21:30:00;58;Réelle
21:00:00;82;Réelle
20:30:00;116;Réelle
20:00:00;150;Réelle
19:30:00;864;Réelle
19:00:00;512;Réelle
18:30:00;150;Réelle
18:00:00;100;Réelle
17:30:00;86;Réelle
17:00:00;154;Réelle
16:30:00;194;Réelle
16:00:00;300;Réelle
15:30:00;1628;Réelle
15:00:00;584;Réelle
14:30:00;574;Réelle
14:00:00;1282;Réelle
13:30:00;1962;Réelle
13:00:00;2534;Réelle
12:30:00;1870;Réelle
12:00:00;62;Réelle
11:30:00;28;Réelle
11:00:00;54;Réelle
10:30:00;34;Réelle
10:00:00;78;Réelle
09:30:00;88;Réelle
09:00:00;58;Réelle
08:30:00;50;Réelle
08:00:00;40;Réelle
07:30:00;52;Réelle
07:00:00;38;Réelle
06:30:00;50;Réelle
06:00:00;46;Réelle
05:30:00;48;Réelle
05:00:00;50;Réelle
04:30:00;46;Réelle
04:00:00;54;Réelle
03:30:00;44;Réelle
03:00:00;64;Réelle
02:30:00;36;Réelle
02:00:00;76;Réelle
01:30:00;60;Réelle
01:00:00;82;Réelle
00:30:00;86;Réelle

02/12/2023;;
00:00:00;120;Réelle
23:30:00;258;Réelle
23:00:00;192;Réelle
22:30:00;182;Réelle
22:00:00;180;Réelle
21:30:00;224;Réelle
21:00:00;1084;Réelle
20:30:00;912;Réelle
20:00:00;36;Réelle
19:30:00;58;Réelle
19:00:00;30;Réelle
18:30:00;62;Réelle
18:00:00;36;Réelle
17:30:00;184;Réelle
17:00:00;158;Réelle
16:30:00;188;Réelle
16:00:00;202;Réelle
15:30:00;288;Réelle
15:00:00;174;Réelle
14:30:00;372;Réelle
14:00:00;96;Réelle
13:30:00;214;Réelle
13:00:00;134;Réelle
12:30:00;262;Réelle
12:00:00;1378;Réelle
11:30:00;86;Réelle
11:00:00;46;Réelle
10:30:00;52;Réelle
10:00:00;54;Réelle
09:30:00;38;Réelle
09:00:00;58;Réelle
08:30:00;36;Réelle
08:00:00;60;Réelle
07:30:00;30;Réelle
07:00:00;56;Réelle
06:30:00;38;Réelle
06:00:00;44;Réelle
05:30:00;52;Réelle
05:00:00;56;Réelle
04:30:00;72;Réelle
04:00:00;50;Réelle
03:30:00;74;Réelle
03:00:00;46;Réelle
02:30:00;88;Réelle
02:00:00;76;Réelle
01:30:00;98;Réelle
01:00:00;56;Réelle
00:30:00;56;Réelle

01/12/2023;;
00:00:00;68;Réelle
23:30:00;48;Réelle
23:00:00;74;Réelle
22:30:00;38;Réelle
22:00:00;74;Réelle
21:30:00;120;Réelle
21:00:00;148;Réelle
20:30:00;86;Réelle
20:00:00;96;Réelle
19:30:00;94;Réelle
19:00:00;90;Réelle
18:30:00;56;Réelle
18:00:00;26;Réelle
17:30:00;58;Réelle
17:00:00;42;Réelle
16:30:00;68;Réelle
16:00:00;108;Réelle
15:30:00;68;Réelle
15:00:00;56;Réelle
14:30:00;32;Réelle
14:00:00;50;Réelle
13:30:00;58;Réelle
13:00:00;626;Réelle
12:30:00;218;Réelle
12:00:00;56;Réelle
11:30:00;110;Réelle
11:00:00;96;Réelle
10:30:00;110;Réelle
10:00:00;104;Réelle
09:30:00;90;Réelle
09:00:00;54;Réelle
08:30:00;40;Réelle
08:00:00;68;Réelle
07:30:00;138;Réelle
07:00:00;80;Réelle
06:30:00;56;Réelle
06:00:00;56;Réelle
05:30:00;36;Réelle
05:00:00;48;Réelle
04:30:00;44;Réelle
04:00:00;40;Réelle
03:30:00;54;Réelle
03:00:00;32;Réelle
02:30:00;62;Réelle
02:00:00;32;Réelle
01:30:00;64;Réelle
01:00:00;46;Réelle
00:30:00;56;Réelle

30/11/2023;;
00:00:00;48;Réelle
23:30:00;46;Réelle
23:00:00;54;Réelle
22:30:00;40;Réelle
22:00:00;60;Réelle
21:30:00;32;Réelle
21:00:00;60;Réelle
20:30:00;28;Réelle
20:00:00;60;Réelle
19:30:00;34;Réelle
19:00:00;52;Réelle
18:30:00;40;Réelle
18:00:00;46;Réelle
17:30:00;46;Réelle
17:00:00;42;Réelle
16:30:00;50;Réelle
16:00:00;38;Réelle
15:30:00;54;Réelle
15:00:00;34;Réelle
14:30:00;60;Réelle
14:00:00;38;Réelle
13:30:00;70;Réelle
13:00:00;160;Réelle
12:30:00;58;Réelle
12:00:00;56;Réelle
11:30:00;58;Réelle
11:00:00;30;Réelle
10:30:00;58;Réelle
10:00:00;36;Réelle
09:30:00;44;Réelle
09:00:00;28;Réelle
08:30:00;48;Réelle
08:00:00;60;Réelle
07:30:00;184;Réelle
07:00:00;1174;Réelle
06:30:00;40;Réelle
06:00:00;50;Réelle
05:30:00;30;Réelle
05:00:00;56;Réelle
04:30:00;26;Réelle
04:00:00;54;Réelle
03:30:00;26;Réelle
03:00:00;58;Réelle
02:30:00;34;Réelle
02:00:00;56;Réelle
01:30:00;56;Réelle
01:00:00;84;Réelle
00:30:00;100;Réelle

29/11/2023;;
00:00:00;94;Réelle
23:30:00;170;Réelle
23:00:00;178;Réelle
22:30:00;126;Réelle
22:00:00;182;Réelle
21:30:00;64;Réelle
21:00:00;28;Réelle
20:30:00;50;Réelle
20:00:00;28;Réelle
19:30:00;44;Réelle
19:00:00;34;Réelle
18:30:00;38;Réelle
18:00:00;38;Réelle
17:30:00;36;Réelle
17:00:00;42;Réelle
16:30:00;30;Réelle
16:00:00;46;Réelle
15:30:00;26;Réelle
15:00:00;52;Réelle
14:30:00;20;Réelle
14:00:00;52;Réelle
13:30:00;20;Réelle
13:00:00;50;Réelle
12:30:00;20;Réelle
12:00:00;46;Réelle
11:30:00;30;Réelle
11:00:00;50;Réelle
10:30:00;32;Réelle
10:00:00;52;Réelle
09:30:00;26;Réelle
09:00:00;52;Réelle
08:30:00;30;Réelle
08:00:00;76;Réelle
07:30:00;668;Réelle
07:00:00;526;Réelle
06:30:00;162;Réelle
06:00:00;56;Réelle
05:30:00;52;Réelle
05:00:00;54;Réelle
04:30:00;24;Réelle
04:00:00;54;Réelle
03:30:00;30;Réelle
03:00:00;48;Réelle
02:30:00;38;Réelle
02:00:00;44;Réelle
01:30:00;50;Réelle
01:00:00;40;Réelle
00:30:00;72;Réelle

28/11/2023;;
00:00:00;136;Réelle
23:30:00;182;Réelle
23:00:00;148;Réelle
22:30:00;176;Réelle
22:00:00;158;Réelle
21:30:00;166;Réelle
21:00:00;168;Réelle
20:30:00;86;Réelle
20:00:00;48;Réelle
19:30:00;28;Réelle
19:00:00;60;Réelle
18:30:00;42;Réelle
18:00:00;60;Réelle
17:30:00;32;Réelle
17:00:00;60;Réelle
16:30:00;36;Réelle
16:00:00;46;Réelle
15:30:00;40;Réelle
15:00:00;48;Réelle
14:30:00;52;Réelle
14:00:00;54;Réelle
13:30:00;64;Réelle
13:00:00;50;Réelle
12:30:00;76;Réelle
12:00:00;164;Réelle
11:30:00;66;Réelle
11:00:00;72;Réelle
10:30:00;60;Réelle
10:00:00;30;Réelle
09:30:00;58;Réelle
09:00:00;26;Réelle
08:30:00;54;Réelle
08:00:00;50;Réelle
07:30:00;50;Réelle
07:00:00;52;Réelle
06:30:00;36;Réelle
06:00:00;50;Réelle
05:30:00;30;Réelle
05:00:00;56;Réelle
04:30:00;24;Réelle
04:00:00;56;Réelle
03:30:00;28;Réelle
03:00:00;50;Réelle
02:30:00;36;Réelle
02:00:00;46;Réelle
01:30:00;44;Réelle
01:00:00;42;Réelle
00:30:00;62;Réelle

27/11/2023;;
00:00:00;144;Réelle
23:30:00;176;Réelle
23:00:00;148;Réelle
22:30:00;182;Réelle
22:00:00;154;Réelle
21:30:00;182;Réelle
21:00:00;150;Réelle
20:30:00;170;Réelle
20:00:00;152;Réelle
19:30:00;172;Réelle
19:00:00;178;Réelle
18:30:00;226;Réelle
18:00:00;208;Réelle
17:30:00;164;Réelle
17:00:00;164;Réelle
16:30:00;144;Réelle
16:00:00;154;Réelle
15:30:00;158;Réelle
15:00:00;156;Réelle
14:30:00;170;Réelle
14:00:00;148;Réelle
13:30:00;178;Réelle
13:00:00;168;Réelle
12:30:00;224;Réelle
12:00:00;212;Réelle
11:30:00;736;Réelle
11:00:00;52;Réelle
10:30:00;38;Réelle
10:00:00;50;Réelle
09:30:00;30;Réelle
09:00:00;104;Réelle
08:30:00;26;Réelle
08:00:00;54;Réelle
07:30:00;26;Réelle
07:00:00;54;Réelle
06:30:00;30;Réelle
06:00:00;50;Réelle
05:30:00;36;Réelle
05:00:00;46;Réelle
04:30:00;60;Réelle
04:00:00;158;Réelle
03:30:00;54;Réelle
03:00:00;54;Réelle
02:30:00;50;Réelle
02:00:00;36;Réelle
01:30:00;66;Réelle
01:00:00;100;Réelle
00:30:00;180;Réelle

26/11/2023;;
00:00:00;140;Réelle
23:30:00;120;Réelle
23:00:00;32;Réelle
22:30:00;44;Réelle
22:00:00;38;Réelle
21:30:00;40;Réelle
21:00:00;42;Réelle
20:30:00;36;Réelle
20:00:00;48;Réelle
19:30:00;28;Réelle
19:00:00;52;Réelle
18:30:00;24;Réelle
18:00:00;54;Réelle
17:30:00;90;Réelle
17:00:00;368;Réelle
16:30:00;98;Réelle
16:00:00;58;Réelle
15:30:00;38;Réelle
15:00:00;146;Réelle
14:30:00;58;Réelle
14:00:00;226;Réelle
13:30:00;194;Réelle
13:00:00;184;Réelle
12:30:00;156;Réelle
12:00:00;30;Réelle
11:30:00;124;Réelle
11:00:00;262;Réelle
10:30:00;274;Réelle
10:00:00;474;Réelle
09:30:00;1442;Réelle
09:00:00;1042;Réelle
08:30:00;240;Réelle
08:00:00;52;Réelle
07:30:00;34;Réelle
07:00:00;54;Réelle
06:30:00;26;Réelle
06:00:00;56;Réelle
05:30:00;26;Réelle
05:00:00;52;Réelle
04:30:00;36;Réelle
04:00:00;44;Réelle
03:30:00;44;Réelle
03:00:00;36;Réelle
02:30:00;52;Réelle
02:00:00;30;Réelle
01:30:00;106;Réelle
01:00:00;142;Réelle
00:30:00;168;Réelle

25/11/2023;;
00:00:00;154;Réelle
23:30:00;160;Réelle
23:00:00;168;Réelle
22:30:00;150;Réelle
22:00:00;728;Réelle
21:30:00;40;Réelle
21:00:00;62;Réelle
20:30:00;44;Réelle
20:00:00;46;Réelle
19:30:00;52;Réelle
19:00:00;36;Réelle
18:30:00;78;Réelle
18:00:00;66;Réelle
17:30:00;94;Réelle
17:00:00;36;Réelle
16:30:00;156;Réelle
16:00:00;228;Réelle
15:30:00;248;Réelle
15:00:00;988;Réelle
14:30:00;1462;Réelle
14:00:00;1560;Réelle
13:30:00;910;Réelle
13:00:00;582;Réelle
12:30:00;74;Réelle
12:00:00;1016;Réelle
11:30:00;1558;Réelle
11:00:00;590;Réelle
10:30:00;308;Réelle
10:00:00;40;Réelle
09:30:00;78;Réelle
09:00:00;42;Réelle
08:30:00;60;Réelle
08:00:00;42;Réelle
07:30:00;64;Réelle
07:00:00;42;Réelle
06:30:00;64;Réelle
06:00:00;72;Réelle
05:30:00;166;Réelle
05:00:00;62;Réelle
04:30:00;60;Réelle
04:00:00;62;Réelle
03:30:00;34;Réelle
03:00:00;70;Réelle
02:30:00;52;Réelle
02:00:00;84;Réelle
01:30:00;66;Réelle
01:00:00;74;Réelle
00:30:00;72;Réelle

24/11/2023;;
00:00:00;74;Réelle
23:30:00;78;Réelle
23:00:00;106;Réelle
22:30:00;192;Réelle
22:00:00;264;Réelle
21:30:00;220;Réelle
21:00:00;118;Réelle
20:30:00;136;Réelle
20:00:00;330;Réelle
19:30:00;1070;Réelle
19:00:00;80;Réelle
18:30:00;46;Réelle
18:00:00;74;Réelle
17:30:00;42;Réelle
17:00:00;62;Réelle
16:30:00;46;Réelle
16:00:00;58;Réelle
15:30:00;54;Réelle
15:00:00;62;Réelle
14:30:00;78;Réelle
14:00:00;58;Réelle
13:30:00;78;Réelle
13:00:00;98;Réelle
12:30:00;56;Réelle
12:00:00;34;Réelle
11:30:00;134;Réelle
11:00:00;26;Réelle
10:30:00;54;Réelle
10:00:00;26;Réelle
09:30:00;62;Réelle
09:00:00;42;Réelle
08:30:00;66;Réelle
08:00:00;28;Réelle
07:30:00;56;Réelle
07:00:00;28;Réelle
06:30:00;54;Réelle
06:00:00;28;Réelle
05:30:00;56;Réelle
05:00:00;28;Réelle
04:30:00;56;Réelle
04:00:00;42;Réelle
03:30:00;78;Réelle
03:00:00;92;Réelle
02:30:00;162;Réelle
02:00:00;70;Réelle
01:30:00;76;Réelle
01:00:00;86;Réelle
00:30:00;92;Réelle

23/11/2023;;
00:00:00;122;Réelle
23:30:00;82;Réelle
23:00:00;170;Réelle
22:30:00;152;Réelle
22:00:00;172;Réelle
21:30:00;166;Réelle
21:00:00;42;Réelle
20:30:00;54;Réelle
20:00:00;46;Réelle
19:30:00;68;Réelle
19:00:00;68;Réelle
18:30:00;112;Réelle
18:00:00;98;Réelle
17:30:00;60;Réelle
17:00:00;36;Réelle
16:30:00;64;Réelle
16:00:00;38;Réelle
15:30:00;70;Réelle
15:00:00;50;Réelle
14:30:00;80;Réelle
14:00:00;52;Réelle
13:30:00;54;Réelle
13:00:00;26;Réelle
12:30:00;54;Réelle
12:00:00;26;Réelle
11:30:00;60;Réelle
11:00:00;26;Réelle
10:30:00;58;Réelle
10:00:00;44;Réelle
09:30:00;74;Réelle
09:00:00;82;Réelle
08:30:00;182;Réelle
08:00:00;72;Réelle
07:30:00;60;Réelle
07:00:00;66;Réelle
06:30:00;48;Réelle
06:00:00;34;Réelle
05:30:00;54;Réelle
05:00:00;30;Réelle
04:30:00;56;Réelle
04:00:00;28;Réelle
03:30:00;56;Réelle
03:00:00;28;Réelle
02:30:00;56;Réelle
02:00:00;58;Réelle
01:30:00;40;Réelle
01:00:00;60;Réelle
00:30:00;28;Réelle

22/11/2023;;
00:00:00;60;Réelle
23:30:00;70;Réelle
23:00:00;58;Réelle
22:30:00;50;Réelle
22:00:00;32;Réelle
21:30:00;54;Réelle
21:00:00;30;Réelle
20:30:00;64;Réelle
20:00:00;42;Réelle
19:30:00;76;Réelle
19:00:00;82;Réelle
18:30:00;256;Réelle
18:00:00;346;Réelle
17:30:00;1358;Réelle
17:00:00;80;Réelle
16:30:00;128;Réelle
16:00:00;54;Réelle
15:30:00;62;Réelle
15:00:00;56;Réelle
14:30:00;136;Réelle
14:00:00;510;Réelle
13:30:00;38;Réelle
13:00:00;56;Réelle
12:30:00;42;Réelle
12:00:00;54;Réelle
11:30:00;40;Réelle
11:00:00;42;Réelle
10:30:00;40;Réelle
10:00:00;40;Réelle
09:30:00;44;Réelle
09:00:00;36;Réelle
08:30:00;52;Réelle
08:00:00;62;Réelle
07:30:00;58;Réelle
07:00:00;32;Réelle
06:30:00;54;Réelle
06:00:00;28;Réelle
05:30:00;54;Réelle
05:00:00;28;Réelle
04:30:00;60;Réelle
04:00:00;36;Réelle
03:30:00;66;Réelle
03:00:00;68;Réelle
02:30:00;162;Réelle
02:00:00;68;Réelle
01:30:00;70;Réelle
01:00:00;60;Réelle
00:30:00;358;Réelle

21/11/2023;;
00:00:00;1068;Réelle
23:30:00;80;Réelle
23:00:00;56;Réelle
22:30:00;82;Réelle
22:00:00;66;Réelle
21:30:00;78;Réelle
21:00:00;76;Réelle
20:30:00;92;Réelle
20:00:00;100;Réelle
19:30:00;122;Réelle
19:00:00;94;Réelle
18:30:00;66;Réelle
18:00:00;82;Réelle
17:30:00;54;Réelle
17:00:00;78;Réelle
16:30:00;50;Réelle
16:00:00;78;Réelle
15:30:00;48;Réelle
15:00:00;76;Réelle
14:30:00;52;Réelle
14:00:00;80;Réelle
13:30:00;54;Réelle
13:00:00;82;Réelle
12:30:00;90;Réelle
12:00:00;198;Réelle
11:30:00;76;Réelle
11:00:00;76;Réelle
10:30:00;66;Réelle
10:00:00;60;Réelle
09:30:00;72;Réelle
09:00:00;54;Réelle
08:30:00;76;Réelle
08:00:00;52;Réelle
07:30:00;94;Réelle
07:00:00;46;Réelle
06:30:00;60;Réelle
06:00:00;32;Réelle
05:30:00;52;Réelle
05:00:00;42;Réelle
04:30:00;44;Réelle
04:00:00;48;Réelle
03:30:00;42;Réelle
03:00:00;56;Réelle
02:30:00;32;Réelle
02:00:00;64;Réelle
01:30:00;44;Réelle
01:00:00;82;Réelle
00:30:00;74;Réelle

20/11/2023;;
00:00:00;80;Réelle
23:30:00;58;Réelle
23:00:00;38;Réelle
22:30:00;52;Réelle
22:00:00;80;Réelle
21:30:00;168;Réelle
21:00:00;140;Réelle
20:30:00;178;Réelle
20:00:00;172;Réelle
19:30:00;240;Réelle
19:00:00;270;Réelle
18:30:00;856;Réelle
18:00:00;204;Réelle
17:30:00;198;Réelle
17:00:00;192;Réelle
16:30:00;182;Réelle
16:00:00;196;Réelle
15:30:00;174;Réelle
15:00:00;196;Réelle
14:30:00;150;Réelle
14:00:00;100;Réelle
13:30:00;64;Réelle
13:00:00;90;Réelle
12:30:00;1388;Réelle
12:00:00;62;Réelle
11:30:00;86;Réelle
11:00:00;62;Réelle
10:30:00;78;Réelle
10:00:00;86;Réelle
09:30:00;188;Réelle
09:00:00;112;Réelle
08:30:00;68;Réelle
08:00:00;68;Réelle
07:30:00;76;Réelle
07:00:00;56;Réelle
06:30:00;92;Réelle
06:00:00;50;Réelle
05:30:00;86;Réelle
05:00:00;64;Réelle
04:30:00;78;Réelle
04:00:00;98;Réelle
03:30:00;188;Réelle
03:00:00;90;Réelle
02:30:00;94;Réelle
02:00:00;114;Réelle
01:30:00;122;Réelle
01:00:00;78;Réelle
00:30:00;60;Réelle

19/11/2023;;
00:00:00;64;Réelle
23:30:00;50;Réelle
23:00:00;68;Réelle
22:30:00;54;Réelle
22:00:00;76;Réelle
21:30:00;92;Réelle
21:00:00;832;Réelle
20:30:00;876;Réelle
20:00:00;44;Réelle
19:30:00;60;Réelle
19:00:00;66;Réelle
18:30:00;60;Réelle
18:00:00;136;Réelle
17:30:00;184;Réelle
17:00:00;224;Réelle
16:30:00;1438;Réelle
16:00:00;96;Réelle
15:30:00;68;Réelle
15:00:00;74;Réelle
14:30:00;110;Réelle
14:00:00;74;Réelle
13:30:00;112;Réelle
13:00:00;48;Réelle
12:30:00;30;Réelle
12:00:00;54;Réelle
11:30:00;34;Réelle
11:00:00;64;Réelle
10:30:00;98;Réelle
10:00:00;72;Réelle
09:30:00;110;Réelle
09:00:00;48;Réelle
08:30:00;40;Réelle
08:00:00;54;Réelle
07:30:00;24;Réelle
07:00:00;54;Réelle
06:30:00;36;Réelle
06:00:00;40;Réelle
05:30:00;54;Réelle
05:00:00;24;Réelle
04:30:00;58;Réelle
04:00:00;36;Réelle
03:30:00;44;Réelle
03:00:00;54;Réelle
02:30:00;26;Réelle
02:00:00;64;Réelle
01:30:00;46;Réelle
01:00:00;60;Réelle
00:30:00;64;Réelle

18/11/2023;;
00:00:00;38;Réelle
23:30:00;70;Réelle
23:00:00;46;Réelle
22:30:00;54;Réelle
22:00:00;68;Réelle
21:30:00;46;Réelle
21:00:00;68;Réelle
20:30:00;42;Réelle
20:00:00;58;Réelle
19:30:00;62;Réelle
19:00:00;48;Réelle
18:30:00;76;Réelle
18:00:00;120;Réelle
17:30:00;124;Réelle
17:00:00;66;Réelle
16:30:00;66;Réelle
16:00:00;52;Réelle
15:30:00;44;Réelle
15:00:00;68;Réelle
14:30:00;34;Réelle
14:00:00;62;Réelle
